,budget,genres,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,year,month,return_rate
275,102000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","['self-fulfilling prophecy', 'washington d.c.', 'evidence', 'future', 'hologram', 'dystopia', 'murder', 'neo-noir', 'future noir']","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",65.948959,"['DreamWorks SKG', 'Cruise/Wagner Productions', 'Amblin Entertainment', 'Twentieth Century Fox Film Corporation', 'Blue Tulip Productions', 'Ronald Shusett/Gary Goldman', 'Digital Image Associates']",['United States of America'],2002-06-20,358372926,145.0,"['English', 'svenska']",The system is perfect until it comes after you.,7.1,2608,"[""['Tom Cruise'"", "" 'Colin Farrell'""]",Steven Spielberg,2002,06,251.34600588235293
277,150000000,"['Adventure', 'Action', 'Thriller']","['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service', 'montenegro']","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",88.935165,"['Eon Productions', 'Stillking Films', 'Babelsberg Film']","['Italy', 'United Kingdom', 'United States of America', 'Czech Republic', 'Germany']",2006-11-14,599045960,144.0,"['English', 'Français']",Everyone has a past. Every legend has a beginning.,7.3,3855,"[""['Daniel Craig'"", "" 'Eva Green'""]",Martin Campbell,2006,11,299.3639733333334
278,100000000,"['Thriller', 'Science Fiction', 'Action', 'Adventure']","['gorilla', 'space marine', 'space suit', 'revolution', 'chimp', 'slavery', 'space travel', 'time travel', 'dystopia', 'alien planet', 'ape', 'human subjugation']","After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",51.188633,"['Twentieth Century Fox Film Corporation', 'Tim Burton Productions', 'Zanuck Company, The']",['United States of America'],2001-07-25,362211740,119.0,['English'],You'll be sorry you were ever born human,5.6,1243,"[""['Mark Wahlberg'"", "" 'Tim Roth'""]",Tim Burton,2001,07,262.21174
279,100000000,"['Action', 'Thriller', 'Science Fiction']","['cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase']","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",101.74155,"['Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions']","['France', 'United States of America']",1991-07-01,520000000,137.0,"['English', 'Español']",It's nothing personal.,7.7,4185,"[""['Arnold Schwarzenegger'"", "" 'Linda Hamilton'""]",James Cameron,1991,07,420.0
280,80000000,"['History', 'Crime', 'Drama']","['cinema', 'hiding place', 'machinegun', 'prison guard', 'escape from prison', 'dillinger']","Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",33.691694,"['Universal Pictures', 'Appian Way', 'Forward Pass', 'Dentsu', 'Relativity Media', 'Tribeca Productions', 'Misher Films']",['United States of America'],2009-07-01,214104620,140.0,['English'],America's Most Wanted.,6.5,1344,"[""['Christian Bale'"", "" 'Johnny Depp'""]",Michael Mann,2009,07,167.630775
281,100000000,"['Drama', 'Crime']","['underdog', 'black people', 'drug traffic', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'gangster', 'crime', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes']","Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",42.361215,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media', 'Film Rites']","['United Kingdom', 'United States of America']",2007-11-02,266465037,157.0,['English'],There are two sides to the American dream,7.4,1502,"[""['Denzel Washington'"", "" 'Russell Crowe'""]",Ridley Scott,2007,11,166.465037
282,115000000,"['Action', 'Thriller']","['spy', 'terrorist', 'florida', 'gun', 'kidnapping', 'horseback riding', 'florida keys', 'secret agent', 'terrorist plot', 'top secret', 'woman with glasses', 'hit with a telephone', 'truth serum', 'mushroom cloud', 'jackhammer', 'key west']","Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",38.729418,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",['United States of America'],1994-07-14,378882411,141.0,"['English', 'Français', 'العربية', 'Deutsch']","When he said I do, he never said what he did.",6.8,1116,"[""['Arnold Schwarzenegger'"", "" 'Jamie Lee Curtis'""]",James Cameron,1994,07,229.46296608695653
283,100000000,"['Thriller', 'Drama', 'Crime']","['hostage', 'new york city', 'new york subway', 'subway train', 'stock market', 'motorcycle crash', 'subway tunnel', 'aftercreditsstinger']","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",40.597856,"['Columbia Pictures', 'Escape Artists', 'Scott Free Productions', 'Relativity Media', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2009-06-11,150166126,106.0,['English'],I can't get it out of my head. I'm gonna die today.,6.2,954,"[""['Denzel Washington'"", "" 'John Travolta'""]",Tony Scott,2009,06,50.16612600000001
284,100000000,"['Comedy', 'Romance']","['nurse', 'cat', 'father-in-law', 'vomit', 'kids and family', 'viagra', 'duringcreditsstinger']","It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,"['Paramount Pictures', 'Universal Pictures', 'Everyman Pictures', 'Relativity Media', 'Dreamworks Pictures', 'Tribeca Productions']",['United States of America'],2010-12-21,310650585,98.0,['English'],"Kids bring everyone closer, right?",5.4,1060,"[""['Robert De Niro'"", "" 'Ben Stiller'""]",Paul Weitz,2010,12,210.650585
285,100000000,"['Action', 'Comedy', 'Crime']","['narration', 'ceo', 'fire truck', 'shot in the shoulder', 'zip line', 'buddy comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger']","NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",24.399642,"['Columbia Pictures', 'Gary Sanchez Productions']",['United States of America'],2010-08-06,170432927,107.0,['English'],When the cops are busy... Our only hope is...,6.1,1383,"[""['Will Ferrell'"", "" 'Mark Wahlberg'""]",Adam McKay,2010,08,70.43292699999999
286,100000000,"['Action', 'Drama', 'Mystery', 'Thriller']","['suicide', 'ambush', 'showdown', 'hostage', 'traitor', 'new identity', 'hitman', 'witness', 'witness protection', 'arms dealer', 'deception', 'betrayal', 'treason', 'conspiracy', 'u.s. marshal', 'gunfight', 'train', 'explosion', 'violence', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun']","U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",24.507987,"['Kopelson Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",1996-06-21,242295562,115.0,['English'],He will erase your past to protect your future.,5.6,543,"[""['Arnold Schwarzenegger'"", "" 'James Caan'""]",Chuck Russell,1996,06,142.29556200000002
287,100000000,"['Drama', 'Western']","['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,"['Columbia Pictures', 'The Weinstein Company']",['United States of America'],2012-12-25,425368238,165.0,"['English', 'Français', 'Deutsch']","Life, liberty and the pursuit of vengeance.",7.8,10099,"[""['Jamie Foxx'"", "" 'Christoph Waltz'""]",Quentin Tarantino,2012,12,325.36823799999996
288,100000000,"['Drama', 'Animation', 'Family']","['paris', 'based on novel', 'judge', 'obsession', 'dance', 'sword', 'mockery', 'ugliness', 'cathedral', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'witch hunt', '15th century']","When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",46.727940999999994,['Walt Disney Pictures'],['United States of America'],1996-06-21,100138851,91.0,"['Latin', 'English']",,6.8,1129,"[""['Tom Hulce'"", "" 'Demi Moore'""]",Gary Trousdale,1996,06,0.1388509999999954
289,100000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['central and south america', 'birthday', 'emperor', 'palace', 'kingdom', 'berater', 'llama']","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",51.113717,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],2000-12-09,169327687,78.0,['English'],It's All About.....ME!,7.2,1490,"[""['David Spade'"", "" 'John Goodman'""]",Mark Dindal,2000,12,69.327687
290,100000000,"['Action', 'Adventure', 'Thriller']","['airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman']","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.73289200000001,"['Nu Image Films', 'Millennium Films']",['United States of America'],2012-08-08,312573423,103.0,['English'],Back for War.,6.1,2896,"[""['Sylvester Stallone'"", "" 'Jason Statham'""]",Simon West,2012,08,212.573423
291,100000000,"['Adventure', 'Action', 'Thriller', 'Mystery']","['riddle', 'treasure', 'treasure hunt', 'archaeologist', 'archeology\xa0']","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",58.849256000000004,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Junction Entertainment']",['United States of America'],2004-11-19,347451894,131.0,"['Latin', 'English', 'Español']",The greatest adventure history has ever revealed.,6.4,1926,"[""['Nicolas Cage'"", "" 'Diane Kruger'""]",Jon Turteltaub,2004,11,247.45189399999998
